标题,开发商,房子信息,发布信息,售价/万,单价
荣乐小区 1室1厅 南,荣乐小区 -松江老城,1室1厅 | 41.23平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,2人关注 / 1个月以前发布,166,"40,262元/平"
10年电梯房，满五税费少，近六号线地铁站,品臻国际公寓 -外高桥,1室1厅 | 56.18平米 | 南 | 精装 | 低楼层(共19层) | 2010年建 | 塔楼,17人关注 / 1个月以前发布,209,"37,202元/平"
新四村、楼层佳、宜老人、地铁近、宜通勤、 钥匙房,通河四村 -通河,1室1厅 | 40.55平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,1人关注 / 7个月以前发布,216,"53,268元/平"
精装修 电梯房 看房方便  有钥匙,棕榈滩海景城 -海湾,2室1厅 | 80.96平米 | 东 | 精装 | 低楼层(共18层) | 2013年建 | 板楼,36人关注 / 2个月以前发布,119,"14,699元/平"
便携低楼层，通风好，采光好，门口即地铁，出门双公园,桂康小区 -康健,1室0厅 | 36.81平米 | 南 | 简装 | 低楼层(共6层) | 1988年建 | 板楼,2人关注 / 1个月以前发布,340,"92,367元/平"
阁楼房，少见阁楼房，精装修，税费少,景舒苑一村 -浦江,2室1厅 | 92.04平米 | 南 北 | 精装 | 高楼层(共6层) | 2005年建 | 板楼,8人关注 / 2个月以前发布,475,"51,608元/平"
金碧苑 2室1厅 南,金碧苑 -奉贤金汇,2室1厅 | 83.01平米 | 南 | 精装 | 高楼层(共15层) | 2014年建 | 板楼,5人关注 / 1个月以前发布,265,"31,924元/平"
此房双南好户型，精装修，位置好，楼层好，业主诚意售,报春一村 -莘庄北广场,2室1厅 | 61.55平米 | 南 | 精装 | 低楼层(共6层) | 1994年建 | 板楼,6人关注 / 2个月以前发布,378,"61,414元/平"
鹤沙低总价小两房，南北通楼层好，16/18双地铁,昱星家园 -航头,2室1厅 | 68.65平米 | 南 北 | 毛坯 | 高楼层(共18层) | 2013年建 | 板楼,0人关注 / 1个月以前发布,278,"40,496元/平"
户型方正，精装修，诚心出售，视野开阔,荡湾新村 -惠南,2室2厅 | 74.41平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,23人关注 / 1个月以前发布,188,"25,266元/平"
16号线18号线双轨交，精装修一房，全南户型，税收少,金沁苑 -航头,1室1厅 | 57.35平米 | 南 | 精装 | 中楼层(共18层) | 2013年建 | 板楼,2人关注 / 2个月以前发布,243,"42,372元/平"
⭐⭐⭐⭐⭐主推A房诚意卖，21+12+6三轨交汇配套成熟,华高一村 -高行,1室1厅 | 48.24平米 | 南 | 精装 | 中楼层(共7层) | 1995年建 | 板楼,26人关注 / 4个月以前发布,273,"56,593元/平"
满五年   户型方正   视野开阔,东泉苑小区 -甘泉宜川,2室1厅 | 66.1平米 | 南 | 简装 | 高楼层(共6层) | 1991年建 | 板楼,28人关注 / 4个月以前发布,400,"60,515元/平"
莘庄近地铁 满五且weiyi 免个税 诚意出售,沁春园一村 -莘庄南广场,2室1厅 | 56.49平米 | 南 北 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,19人关注 / 3个月以前发布,329,"58,241元/平"
各付税 诚意出售 电梯高区视野景观 边户 全明大两房,福安大厦(长宁) -中山公园,2室2厅 | 101.71平米 | 西南 | 精装 | 24层 | 1995年建 | 塔楼,45人关注 / 2个月以前发布,858,"84,358元/平"
徐家汇内环内+带院子+南北通+精装修可拎包住+随时可看,天钥新村 -万体馆,2室1厅 | 64.5平米 | 南 北 | 精装 | 低楼层(共5层) | 1960年建 | 板楼,22人关注 / 2个月以前发布,621,"96,280元/平"
11+18号线御桥站地铁口，满五年，5年精装修拎包入住,御桥花园 -御桥,2室1厅 | 76.11平米 | 南 北 | 精装 | 低楼层(共6层) | 1996年建 | 板楼,10人关注 / 1个月以前发布,570,"74,892元/平"
双南户型，业主诚售，税费少，一梯两户，边套全明,南新二村 -北蔡,2室1厅 | 60.55平米 | 南 | 毛坯 | 低楼层(共6层) | 1999年建 | 板楼,52人关注 / 1个月以前发布,338,"55,822元/平"
森林公馆南北通透2房，近地铁，业主诚意出售价格可谈,森林公馆 -南翔,2室2厅 | 87.93平米 | 南 北 | 精装 | 中楼层(共18层) | 2010年建 | 板楼,6人关注 / 3个月以前发布,578,"65,735元/平"
电梯已加装 高品质 高配套 高素质 边套户型 急地铁口,延吉三村 -黄兴公园,2室1厅 | 52.91平米 | 南 | 精装 | 中楼层(共6层) | 1984年建 | 板楼,9人关注 / 3个月以前发布,399,"75,412元/平"
双南户型，业主诚售，税费少，一梯两户，边套全明,南新二村 -北蔡,2室1厅 | 60.55平米 | 南 | 毛坯 | 低楼层(共6层) | 1999年建 | 板楼,52人关注 / 1个月以前发布,338,"55,822元/平"
11+18号线御桥站地铁口，满五年，5年精装修拎包入住,御桥花园 -御桥,2室1厅 | 76.11平米 | 南 北 | 精装 | 低楼层(共6层) | 1996年建 | 板楼,10人关注 / 1个月以前发布,570,"74,892元/平"
此房满五税少 精装修可拎包入住,万达城市公寓 -江桥,2室2厅 | 87.07平米 | 南 北 | 简装 | 中楼层(共17层) | 2010年建 | 板楼,4人关注 / 4个月以前发布,561,"64,431元/平"
精装修 电梯房 看房方便  有钥匙,棕榈滩海景城 -海湾,2室1厅 | 80.96平米 | 东 | 精装 | 低楼层(共18层) | 2013年建 | 板楼,36人关注 / 2个月以前发布,119,"14,699元/平"
电梯已加装 高品质 高配套 高素质 边套户型 急地铁口,延吉三村 -黄兴公园,2室1厅 | 52.91平米 | 南 | 精装 | 中楼层(共6层) | 1984年建 | 板楼,9人关注 / 3个月以前发布,399,"75,412元/平"
中层，南北户型采光好，业主诚意出售,华泽新苑 -新桥,2室1厅 | 72平米 | 南 | 简装 | 中楼层(共18层) | 2007年建 | 板楼,3人关注 / 3个月以前发布,242,"33,612元/平"
金碧苑 2室1厅 南,金碧苑 -奉贤金汇,2室1厅 | 83.01平米 | 南 | 精装 | 高楼层(共15层) | 2014年建 | 板楼,5人关注 / 1个月以前发布,265,"31,924元/平"
便携低楼层，通风好，采光好，门口即地铁，出门双公园,桂康小区 -康健,1室0厅 | 36.81平米 | 南 | 简装 | 低楼层(共6层) | 1988年建 | 板楼,2人关注 / 1个月以前发布,340,"92,367元/平"
满五+精装修+近地铁+中间楼层+业主诚意+看房方便,岭南小区 -彭浦,2室1厅 | 52.58平米 | 南 北 | 精装 | 中楼层(共6层) | 1988年建 | 板楼,2人关注 / 3个月以前发布,335,"63,713元/平"
总监推荐，公园旁，景观楼层，产权清晰，业主诚售,春申景城MIDTOWN -春申,2室2厅 | 106.63平米 | 南 | 精装 | 中楼层(共30层) | 2014年建 | 板楼,5人关注 / 4个月以前发布,949,"89,000元/平"
采光无遮挡，停车方便，黎安公园，花园跑道,星丰苑 -莘庄北广场,2室1厅 | 67.64平米 | 南 | 简装 | 低楼层(共6层) | 1998年建 | 板楼,20人关注 / 1个月以前发布,380,"56,180元/平"
二期岛上高区，精装地暖，可拎包入住，看房方便！,保利西子湾 -松江大学城,1室1厅 | 59.7平米 | 南 | 精装 | 高楼层(共18层) | 2009年建 | 板楼,5人关注 / 1个月以前发布,348,"58,292元/平"
次顶楼双南两房推荐 看房有钥匙,春港丽园(公寓) -张江,2室2厅 | 76平米 | 南 | 简装 | 6层 | 1997年建 | 板楼,16人关注 / 1个月以前发布,451,"59,343元/平"
荣乐小区 1室1厅 南,荣乐小区 -松江老城,1室1厅 | 41.23平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,2人关注 / 1个月以前发布,166,"40,262元/平"
中间楼层 仅有契税 小区临河 配套成熟 诚意卖 价可谈,南苑八村 -嘉定老城,2室2厅 | 80.03平米 | 南 | 简装 | 中楼层(共6层) | 1997年建 | 板楼,8人关注 / 1个月以前发布,228,"28,490元/平"
楼层好 户型方正 全明户型 新装修 近地铁出行方便,古美一村 -古美,2室1厅 | 58.41平米 | 南 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,18人关注 / 4个月以前发布,395,"67,626元/平"
户型方正 南北通，交通便利，配套齐全，楼层好,万馨佳园 -川沙,2室2厅 | 77.48平米 | 南 北 | 精装 | 中楼层(共6层) | 2005年建 | 板楼,16人关注 / 1个月以前发布,420,"54,208元/平"
房型好，采光好，通风良好，拎包入住精装修，生活方便,桃浦六村绿春苑 -桃浦,1室1厅 | 43.39平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,39人关注 / 11个月以前发布,220,"50,703元/平"
静安区+双南2房+1梯2户+1号线共康站600米,平顺路721弄 -彭浦,2室1厅 | 59.11平米 | 南 北 | 简装 | 高楼层(共6层) | 1992年建 | 板楼,36人关注 / 1个月以前发布,345,"58,366元/平"
地铁200米，银行评估价高，现金压力相对较小,宝祁雅苑(北区) -上大,2室1厅 | 70平米 | 南 北 | 精装 | 高楼层(共18层) | 2016年建 | 板楼,8人关注 / 1个月以前发布,395,"56,429元/平"
价格很诚意，一室户，中间楼层，业主诚意，价格可谈,内江一村 -周家嘴路,1室0厅 | 29.04平米 | 北 | 简装 | 中楼层(共5层) | 2006年建 | 板楼,11人关注 / 3个月以前发布,165,"56,819元/平"
新静安  一号线  双南两房  业主急售  满五年税费少,闸北场中公寓 -永和,2室1厅 | 50.66平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,30人关注 / 1个月以前发布,293,"57,837元/平"
森林公馆南北通透2房，近地铁，业主诚意出售价格可谈,森林公馆 -南翔,2室2厅 | 87.93平米 | 南 北 | 精装 | 中楼层(共18层) | 2010年建 | 板楼,6人关注 / 3个月以前发布,578,"65,735元/平"
闵浦六村新上南北通两房，精装修，配套齐全,闵浦新苑六村 -闵浦,2室2厅 | 72.97平米 | 南 北 | 精装 | 高楼层(共6层) | 2007年建 | 板楼,59人关注 / 3个月以前发布,309,"42,347元/平"
育秀三区 2室1厅 南,育秀三区 -南桥,2室1厅 | 77.33平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,0人关注 / 1个月以前发布,170,"21,984元/平"
近18号线沈梅路地铁口一公里 两房税少南北通透 带阁楼,桃园新城中城苑 -周浦,2室1厅 | 71.85平米 | 南 北 | 简装 | 高楼层(共5层) | 2006年建 | 板楼,4人关注 / 3个月以前发布,319,"44,399元/平"
16号线鹤沙航城726米，无增值税，有阁楼，精装拎包入,鹤沙航城东茗苑 -航头,2室2厅 | 72.88平米 | 南 北 | 精装 | 高楼层(共6层) | 2012年建 | 板楼,4人关注 / 1个月以前发布,315,"43,222元/平"
一手动迁，楼层好，税费少，采光佳,宝欣苑八村 -罗店,2室1厅 | 69.27平米 | 南 | 简装 | 高楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,260,"37,535元/平"
准电梯房 中间楼层 视野开阔 小区环境优美 业主诚售,南泉苑 -甘泉宜川,1室0厅 | 35.67平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,1人关注 / 1个月以前发布,233,"65,321元/平"
近地铁13/18号线，双南户型，中间位置 税费少,鹏海小区 -北蔡,2室1厅 | 61.03平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,7人关注 / 3个月以前发布,405,"66,361元/平"
金碧苑 2室1厅 南,金碧苑 -奉贤金汇,2室1厅 | 83.01平米 | 南 | 精装 | 高楼层(共15层) | 2014年建 | 板楼,5人关注 / 1个月以前发布,265,"31,924元/平"
便携低楼层，通风好，采光好，门口即地铁，出门双公园,桂康小区 -康健,1室0厅 | 36.81平米 | 南 | 简装 | 低楼层(共6层) | 1988年建 | 板楼,2人关注 / 1个月以前发布,340,"92,367元/平"
双南户型，业主诚售，税费少，一梯两户，边套全明,南新二村 -北蔡,2室1厅 | 60.55平米 | 南 | 毛坯 | 低楼层(共6层) | 1999年建 | 板楼,52人关注 / 1个月以前发布,338,"55,822元/平"
11+18号线御桥站地铁口，满五年，5年精装修拎包入住,御桥花园 -御桥,2室1厅 | 76.11平米 | 南 北 | 精装 | 低楼层(共6层) | 1996年建 | 板楼,10人关注 / 1个月以前发布,570,"74,892元/平"
各付税 诚意出售 电梯高区视野景观 边户 全明大两房,福安大厦(长宁) -中山公园,2室2厅 | 101.71平米 | 西南 | 精装 | 24层 | 1995年建 | 塔楼,45人关注 / 2个月以前发布,858,"84,358元/平"
徐家汇内环内+带院子+南北通+精装修可拎包住+随时可看,天钥新村 -万体馆,2室1厅 | 64.5平米 | 南 北 | 精装 | 低楼层(共5层) | 1960年建 | 板楼,22人关注 / 2个月以前发布,621,"96,280元/平"
莘庄近地铁 满五且weiyi 免个税 诚意出售,沁春园一村 -莘庄南广场,2室1厅 | 56.49平米 | 南 北 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,19人关注 / 3个月以前发布,329,"58,241元/平"
新四村、楼层佳、宜老人、地铁近、宜通勤、 钥匙房,通河四村 -通河,1室1厅 | 40.55平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,1人关注 / 7个月以前发布,216,"53,268元/平"
精装修 电梯房 看房方便  有钥匙,棕榈滩海景城 -海湾,2室1厅 | 80.96平米 | 东 | 精装 | 低楼层(共18层) | 2013年建 | 板楼,36人关注 / 2个月以前发布,119,"14,699元/平"
新静安  一号线  双南两房  业主急售  满五年税费少,闸北场中公寓 -永和,2室1厅 | 50.66平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,30人关注 / 1个月以前发布,293,"57,837元/平"
地铁200米，银行评估价高，现金压力相对较小,宝祁雅苑(北区) -上大,2室1厅 | 70平米 | 南 北 | 精装 | 高楼层(共18层) | 2016年建 | 板楼,8人关注 / 1个月以前发布,395,"56,429元/平"
价格很诚意，一室户，中间楼层，业主诚意，价格可谈,内江一村 -周家嘴路,1室0厅 | 29.04平米 | 北 | 简装 | 中楼层(共5层) | 2006年建 | 板楼,11人关注 / 3个月以前发布,165,"56,819元/平"
静安区+双南2房+1梯2户+1号线共康站600米,平顺路721弄 -彭浦,2室1厅 | 59.11平米 | 南 北 | 简装 | 高楼层(共6层) | 1992年建 | 板楼,36人关注 / 1个月以前发布,345,"58,366元/平"
18号线旁，精装一房，诚意出售，满五年，花园位置,双秀西园 -康桥,1室1厅 | 54.16平米 | 南 | 精装 | 中楼层(共5层) | 2008年建 | 板楼,3人关注 / 3个月以前发布,280,"51,699元/平"
荣乐小区 标准一室户，中间楼层，看房方便,荣乐小区 -松江老城,1室1厅 | 39.96平米 | 南 | 简装 | 中楼层(共6层) | 1986年建 | 板楼,29人关注 / 2个月以前发布,145,"36,287元/平"
业主诚售全明两房，绿化好环境优，中间楼层视野好,淞南一村 -淞南,2室1厅 | 53.4平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,17人关注 / 2个月以前发布,265,"49,626元/平"
清涧二街坊 2室1厅 南,清涧二街坊 -真光,2室1厅 | 57.12平米 | 南 | 精装 | 中楼层(共6层) | 1994年建 | 板楼,13人关注 / 2个月以前发布,354,"61,975元/平"
精装修，南北双房，双房隐私性较高，全明。,桃浦五村山茶苑 -桃浦,2室1厅 | 71.62平米 | 南 | 精装 | 中楼层(共6层) | 1997年建 | 板楼,6人关注 / 2个月以前发布,350,"48,870元/平"
⭐⭐⭐⭐⭐主推A房诚意卖，21+12+6三轨交汇配套成熟,华高一村 -高行,1室1厅 | 48.24平米 | 南 | 精装 | 中楼层(共7层) | 1995年建 | 板楼,26人关注 / 4个月以前发布,273,"56,593元/平"
满五年   户型方正   视野开阔,东泉苑小区 -甘泉宜川,2室1厅 | 66.1平米 | 南 | 简装 | 高楼层(共6层) | 1991年建 | 板楼,28人关注 / 4个月以前发布,400,"60,515元/平"
这间小屋，会为需要的人而存在。,馨宁公寓 -华泾,2室1厅 | 62.4平米 | 南 | 精装 | 低楼层(共29层) | 2011年建 | 板楼,17人关注 / 3个月以前发布,522,"83,654元/平"
S3+16号线，南北通2房，大客厅，低单价,古馨苑 -新场,2室2厅 | 101.38平米 | 南 北 | 精装 | 高楼层(共6层) | 2005年建 | 板楼,0人关注 / 1个月以前发布,315,"31,072元/平"
此房双南好户型，精装修，位置好，楼层好，业主诚意售,报春一村 -莘庄北广场,2室1厅 | 61.55平米 | 南 | 精装 | 低楼层(共6层) | 1994年建 | 板楼,6人关注 / 2个月以前发布,378,"61,414元/平"
鹤沙低总价小两房，南北通楼层好，16/18双地铁,昱星家园 -航头,2室1厅 | 68.65平米 | 南 北 | 毛坯 | 高楼层(共18层) | 2013年建 | 板楼,0人关注 / 1个月以前发布,278,"40,496元/平"
户型方正，精装修，诚心出售，视野开阔,荡湾新村 -惠南,2室2厅 | 74.41平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,23人关注 / 1个月以前发布,188,"25,266元/平"
16号线18号线双轨交，精装修一房，全南户型，税收少,金沁苑 -航头,1室1厅 | 57.35平米 | 南 | 精装 | 中楼层(共18层) | 2013年建 | 板楼,2人关注 / 2个月以前发布,243,"42,372元/平"
此房满五，简单装修，总价低，高楼层全明户型诚心出售,文华苑(宝山) -大华,1室1厅 | 52.77平米 | 南 北 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,5人关注 / 2个月以前发布,336,"63,673元/平"
小区中间位置，中间楼层，房子满五不一，诚意出售,巨东小区 -洋泾,1室1厅 | 47.2平米 | 南 | 精装 | 中楼层(共6层) | 1994年建 | 板楼,20人关注 / 9个月以前发布,468,"99,153元/平"
电梯中高楼层，视野采光好  小区总价低单价低,水清年华花园 -七宝,1室1厅 | 58.89平米 | 南 | 其他 | 中楼层(共8层) | 2007年建 | 板楼,25人关注 / 2个月以前发布,416,"70,641元/平"
装修好，拎包入住，中间楼层，无遮挡，采光好,景河名苑 -嘉定老城,1室1厅 | 57.65平米 | 南 | 简装 | 中楼层(共24层) | 2014年建 | 板楼,16人关注 / 1个月以前发布,210,"36,427元/平"
内环地铁口旁边，房龄新1993年，边套全明，中间楼层，,北郊小区 -鲁迅公园,1室1厅 | 48.57平米 | 南 北 | 精装 | 中楼层(共6层) | 1993年建 | 板楼,9人关注 / 9个月以前发布,365,"75,150元/平"
没有个税、前无遮、景观楼层、近地铁。,万科城市花园 -七宝,2室2厅 | 73.73平米 | 南 | 精装 | 高楼层(共7层) | 1994年建 | 板楼,89人关注 / 3个月以前发布,498,"67,544元/平"
贝港南区 两房全明 满五年好房 交通方便,贝港南区（六区，新村南区） -南桥,2室1厅 | 60.6平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,1人关注 / 2个月以前发布,155,"25,578元/平"
动迁税少、有装修省心、位置好采光视野佳,星纳家园 -曹路,2室1厅 | 74.53平米 | 南 | 精装 | 16层 | 2011年建 | 板楼,19人关注 / 2个月以前发布,370,"49,645元/平"
一楼带阳光房，税费各付，精装修，拎包入住，,开鲁二村 -中原,1室1厅 | 40.15平米 | 南 | 精装 | 低楼层(共6层) | 1991年建 | 板楼,10人关注 / 2个月以前发布,267,"66,501元/平"
中间层低总价朝南，边套全明厨卫朝外，三轨交，随时看,平民后村 -光新,1室0厅 | 32.86平米 | 南 | 简装 | 中楼层(共7层) | 1986年建 | 板楼,6人关注 / 2个月以前发布,235,"71,516元/平"
青浦新城05年电梯两房，门口崧泽高架已通，规划好,都汇华庭 -香花桥,2室1厅 | 64.17平米 | 北 | 简装 | 高楼层(共11层) | 2005年建 | 塔楼,57人关注 / 2个月以前发布,168,"26,181元/平"
地铁口+精装修+一梯两户+中间楼层+全明户型+采光充足,纪念小区 -江湾镇,2室1厅 | 62.73平米 | 南 北 | 精装 | 中楼层(共6层) | 1993年建 | 板楼,2人关注 / 10天以前发布,450,"71,737元/平"
满五+精装修+近地铁+中间楼层+业主诚意+看房方便,岭南小区 -彭浦,2室1厅 | 52.58平米 | 南 北 | 精装 | 中楼层(共6层) | 1988年建 | 板楼,2人关注 / 3个月以前发布,335,"63,713元/平"
总监推荐，公园旁，景观楼层，产权清晰，业主诚售,春申景城MIDTOWN -春申,2室2厅 | 106.63平米 | 南 | 精装 | 中楼层(共30层) | 2014年建 | 板楼,5人关注 / 4个月以前发布,949,"89,000元/平"
楼层好 户型方正 全明户型 新装修 近地铁出行方便,古美一村 -古美,2室1厅 | 58.41平米 | 南 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,18人关注 / 4个月以前发布,395,"67,626元/平"
电梯已加装 高品质 高配套 高素质 边套户型 急地铁口,延吉三村 -黄兴公园,2室1厅 | 52.91平米 | 南 | 精装 | 中楼层(共6层) | 1984年建 | 板楼,9人关注 / 3个月以前发布,399,"75,412元/平"
中层，南北户型采光好，业主诚意出售,华泽新苑 -新桥,2室1厅 | 72平米 | 南 | 简装 | 中楼层(共18层) | 2007年建 | 板楼,3人关注 / 3个月以前发布,242,"33,612元/平"
业主诚售十足 双南小两房 小区总价低 楼层视野佳,奥林匹克花园 -九亭,1室2厅 | 66.15平米 | 南 | 精装 | 高楼层(共10层) | 2008年建 | 板楼,20人关注 / 1个月以前发布,349,"52,759元/平"
10年电梯房，满五税费少，近六号线地铁站,品臻国际公寓 -外高桥,1室1厅 | 56.18平米 | 南 | 精装 | 低楼层(共19层) | 2010年建 | 塔楼,17人关注 / 1个月以前发布,209,"37,202元/平"
中间楼层 仅有契税 小区临河 配套成熟 诚意卖 价可谈,南苑八村 -嘉定老城,2室2厅 | 80.03平米 | 南 | 简装 | 中楼层(共6层) | 1997年建 | 板楼,8人关注 / 1个月以前发布,228,"28,490元/平"
荣乐小区 1室1厅 南,荣乐小区 -松江老城,1室1厅 | 41.23平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,2人关注 / 1个月以前发布,166,"40,262元/平"
户型方正 南北通，交通便利，配套齐全，楼层好,万馨佳园 -川沙,2室2厅 | 77.48平米 | 南 北 | 精装 | 中楼层(共6层) | 2005年建 | 板楼,16人关注 / 1个月以前发布,420,"54,208元/平"
房型好，采光好，通风良好，拎包入住精装修，生活方便,桃浦六村绿春苑 -桃浦,1室1厅 | 43.39平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,39人关注 / 11个月以前发布,220,"50,703元/平"
一梯两户+两房朝南+中间楼层+诚意出售,高兴花园二三四街坊 -春申,2室1厅 | 69.73平米 | 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,21人关注 / 8个月以前发布,399,"57,221元/平"
格局方正，视野好，总价低，看房方便,绿地香颂(奉贤)(公寓) -海湾,2室1厅 | 61.89平米 | 南 | 精装 | 中楼层(共8层) | 2012年建 | 板楼,49人关注 / 5个月以前发布,107,"17,289元/平"
此房满五税少 精装修可拎包入住,万达城市公寓 -江桥,2室2厅 | 87.07平米 | 南 北 | 简装 | 中楼层(共17层) | 2010年建 | 板楼,4人关注 / 4个月以前发布,561,"64,431元/平"
走过路过别错过 金汇次新房小区 必卖3房 楼层视野俱佳,天和尚上海 -奉贤金汇,3室2厅 | 87.97平米 | 南 西 | 毛坯 | 中楼层(共25层)  | 板楼,26人关注 / 2个月以前发布,233,"26,487元/平"
18/13双轨交通2000商品房小区双南两房,莲宏苑 -北蔡,2室1厅 | 78.4平米 | 南 北 | 精装 | 低楼层(共6层) | 2000年建 | 板楼,6人关注 / 3个月以前发布,530,"67,603元/平"
采光无遮挡，停车方便，黎安公园，花园跑道,星丰苑 -莘庄北广场,2室1厅 | 67.64平米 | 南 | 简装 | 低楼层(共6层) | 1998年建 | 板楼,20人关注 / 1个月以前发布,380,"56,180元/平"
二期岛上高区，精装地暖，可拎包入住，看房方便！,保利西子湾 -松江大学城,1室1厅 | 59.7平米 | 南 | 精装 | 高楼层(共18层) | 2009年建 | 板楼,5人关注 / 1个月以前发布,348,"58,292元/平"
次顶楼双南两房推荐 看房有钥匙,春港丽园(公寓) -张江,2室2厅 | 76平米 | 南 | 简装 | 6层 | 1997年建 | 板楼,16人关注 / 1个月以前发布,451,"59,343元/平"
满五！南北通透的一室一厅，厨卫有明窗！业主诚意出售,月浦七村 -月浦,1室1厅 | 41.47平米 | 南 北 | 精装 | 高楼层(共6层) | 1985年建 | 板楼,0人关注 / 8天以前发布,155,"37,377元/平"
中间楼层+南北两房+近地铁6号线+配套齐全生活便利,纯翠苑 -杨思前滩,2室2厅 | 83.6平米 | 南 | 简装 | 中楼层(共6层) | 2001年建 | 板楼,13人关注 / 4个月以前发布,698,"83,493元/平"
幼儿园近在咫尺，首付低，安家上海不是梦！,泰安公寓一期 -朱家角,1室2厅 | 71.99平米 | 南 | 毛坯 | 低楼层(共4层) | 2006年建 | 板楼,5人关注 / 一年前发布,165,"22,920元/平"
高品质+人车分流+开发商装修+中间楼层+诚意出售,远洋万和四季 -惠南,2室1厅 | 79.3平米 | 南 | 精装 | 低楼层(共17层) | 2018年建 | 板楼,10人关注 / 3个月以前发布,305,"38,462元/平"
店长强推+精装修南北通+全明位置好+采光充足配套齐全,桃浦十村（紫藤苑小区白丽路701弄） -桃浦,2室1厅 | 54.97平米 | 南 | 毛坯 | 高楼层(共7层) | 1999年建 | 板楼,31人关注 / 3个月以前发布,240,"43,661元/平"
馨佳园(菊泉街1969弄) 2室1厅 南,馨佳园(菊泉街1969弄) -顾村,2室1厅 | 73.97平米 | 南 | 精装 | 高楼层(共18层) | 2011年建 | 板楼,3人关注 / 1个月以前发布,321,"43,396元/平"
中间楼层精装修#诚意出售价格可谈@近地铁&看房方便,崮山小区二街坊 -洋泾,2室1厅 | 51.08平米 | 南 北 | 精装 | 6层 | 1999年建 | 板楼,13人关注 / 2个月以前发布,555,"108,654元/平"
净层高2米96，大厨大卧大客厅，南北通透，地段好。,国贸花园 -四川北路,2室2厅 | 146.2平米 | 南 北 | 精装 | 中楼层(共8层) | 1998年建 | 板楼,2人关注 / 1个月以前发布,1250,"85,500元/平"
内中环6+14号线 临河宝钢独栋 单价低 总价低两房,罗山三村 -金杨,2室1厅 | 61.65平米 | 东 | 精装 | 中楼层(共6层) | 1993年建 | 板楼,8人关注 / 2个月以前发布,368,"59,692元/平"
花木街道，比邻龙阳路CBD，2/7/16/18交汇,培花久远公寓 -北蔡,2室1厅 | 66.77平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,21人关注 / 3个月以前发布,439,"65,749元/平"
出门新华路 满五税少 产权清晰 楼层佳 地段好 配套全,新华名苑 -新华路,2室2厅 | 85.65平米 | 南 西 | 精装 | 中楼层(共10层) | 2002年建 | 板楼,64人关注 / 2个月以前发布,927,"108,232元/平"
精装修   户型方正  通风良好  满五年,大华锦绣华城(九街区) -北蔡,2室2厅 | 75.78平米 | 南 北 | 精装 | 中楼层(共5层) | 2006年建 | 板楼,0人关注 / 3个月以前发布,721,"95,144元/平"
内环边，模范小区，中间楼层，交通方便，配套成熟,田林十二村 -田林,2室1厅 | 50.27平米 | 南 | 简装 | 中楼层(共6层) | 1985年建 | 板楼,5人关注 / 3个月以前发布,446,"88,721元/平"
新上两房，业主诚意出售  中间楼层 位置好 准电梯房,万科城市花园 -七宝,2室1厅 | 72.13平米 | 南 北 | 简装 | 中楼层(共7层) | 1994年建 | 板楼,2人关注 / 3个月以前发布,540,"74,865元/平"
1楼花园房+南北通+高得房率+美丽家园+近地铁,双阳路604弄 -黄兴公园,2室1厅 | 64.18平米 | 南 北 | 简装 | 低楼层(共7层) | 1996年建 | 板楼,7人关注 / 1个月以前发布,456,"71,051元/平"
虹口单价5.7万，中环内，大柏树地铁站200米，双南全明,灵新小区 -凉城,2室1厅 | 54.91平米 | 南 | 简装 | 高楼层(共6层) | 1988年建 | 板楼,60人关注 / 3个月以前发布,318,"57,913元/平"
两房+南北通+满五年+诚意出售,华亭新家三辰苑 -松江老城,2室2厅 | 81.37平米 | 南 | 精装 | 低楼层(共6层) | 2011年建 | 板楼,2人关注 / 8个月以前发布,295,"36,255元/平"
