c_area,decoration,greenland,open_date,has_short_video,gdp,metro,urban_district_population,urban_population,min_frame_area,bus,c_water_resources,is_cooperation,latitude,green_space_and_square,shopping,near_main_road,max_frame_rooms,big_block,region,longitude,urban_district_temporary_population,max_frame_area,biz,reference_unit_price
101.8,1,0,196,0,1551.06,0,154.9,90.78,90,1,152200,2,40.63,3.71,1,0,4,0,1,115.04,8.5,257,1,7500
101.8,1,0,1023,0,1551.06,0,154.9,90.78,84,0,152200,0,40.79,3.71,0,0,3,0,1,114.84,8.5,125,1,5200
101.8,0,0,44975,0,1551.06,0,154.9,90.78,64,1,152200,2,40.29,3.71,0,0,3,0,1,115.64,8.5,138,0,8000
101.8,1,0,2270,0,1551.06,0,154.9,90.78,53,0,152200,0,40.96,3.71,0,0,4,0,1,115.44,8.5,330,0,25000
101.8,1,0,44975,0,1551.06,0,154.9,90.78,246,1,152200,2,40.29,3.71,0,0,6,0,1,115.64,8.5,576,0,18000
101.8,0,0,1631,0,1551.06,0,154.9,90.78,81,0,152200,0,40.51,3.71,1,0,4,0,1,115.28,8.5,129,1,8200
101.8,0,0,1939,0,1551.06,0,154.9,90.78,200,0,152200,0,40.26,3.71,0,0,4,0,1,115.43,8.5,249,1,14000
101.8,1,0,1274,0,1551.06,0,154.9,90.78,79,0,152200,2,40.81,3.71,1,0,4,0,1,114.9,8.5,180,1,9000
147.29,1,0,1593,0,4763.42,0,103.1,79.3,88,1,178300,0,32.12,53.2,1,1,4,0,2,119.02,19.9,117,0,12000
147.29,0,0,609,0,4763.42,0,103.1,79.3,94,0,178300,2,32.02,53.2,1,1,5,0,2,119.12,19.9,274,0,9000
147.29,0,0,3031,0,4763.42,0,103.1,79.3,50,0,178300,2,31.74,53.2,0,1,6,0,2,119.33,19.9,576,0,15000
147.29,1,0,1620,0,4763.42,0,103.1,79.3,75,1,178300,0,31.82,53.2,1,1,4,0,2,119.02,19.9,125,1,8000
147.29,1,0,2944,0,4763.42,0,103.1,79.3,180,0,178300,0,31.81,53.2,1,1,4,0,2,119.03,19.9,180,1,8500
147.29,1,0,1784,0,4763.42,0,103.1,79.3,92,1,178300,2,32.13,53.2,1,1,3,0,2,119.05,19.9,124,0,10000
147.29,0,0,779,0,4763.42,0,103.1,79.3,81,0,178300,0,32.0,53.2,0,1,4,0,2,119.2,19.9,155,0,10500
147.29,1,0,719,0,4763.42,0,103.1,79.3,103,0,178300,0,31.96,53.2,1,1,4,0,2,119.21,19.9,180,0,7500
121.29,1,0,1754,0,5025.4,0,213.1,90.8,105,0,930900,0,25.06,21.66,0,0,3,1,2,117.56,23.8,130,1,5300
121.29,0,0,1694,0,5025.4,0,213.1,90.8,39,1,930900,0,24.59,21.66,0,0,1,0,2,117.83,23.8,55,0,9500
121.29,1,0,1693,0,5025.4,0,213.1,90.8,114,1,930900,0,24.59,21.66,0,0,3,0,2,117.83,23.8,114,0,16500
121.29,1,0,2161,0,5025.4,0,213.1,90.8,62,0,930900,0,24.39,21.66,1,0,3,0,2,118.07,23.8,112,0,13000
121.29,1,0,2176,0,5025.4,0,213.1,90.8,91,0,930900,0,24.35,21.66,1,0,4,0,2,118.03,23.8,117,0,8999
121.29,1,0,44975,0,5025.4,0,213.1,90.8,65,1,930900,0,24.57,21.66,0,0,1,0,2,117.63,23.8,65,0,16000
670.0,0,0,336,0,12691.02,0,671.0,428.12,97,0,54372,2,34.84,53.33,0,0,4,0,6,113.63,291.1,146,0,18300
670.0,0,0,539,0,12691.02,0,671.0,428.12,131,0,54372,2,34.85,53.33,0,1,4,0,6,113.77,291.1,143,0,18000
670.0,1,0,658,1,12691.02,1,671.0,428.12,58,1,54372,2,34.73,53.33,0,0,3,0,6,113.7,291.1,113,0,9800
670.0,1,0,550,0,12691.02,0,671.0,428.12,78,0,54372,2,34.76,53.33,0,1,4,0,6,113.46,291.1,135,0,6900
670.0,1,0,528,1,12691.02,1,671.0,428.12,91,0,54372,2,34.82,53.33,0,1,7,0,6,113.66,291.1,233,0,18500
670.0,0,0,610,0,12691.02,0,671.0,428.12,75,0,54372,2,34.66,53.33,0,1,3,0,6,113.64,291.1,118,0,10500
670.0,0,0,295,0,12691.02,0,671.0,428.12,86,0,54372,2,34.69,53.33,0,0,3,0,6,113.88,291.1,106,0,7800
670.0,1,1,433,0,12691.02,0,671.0,428.12,96,0,54372,2,34.63,53.33,0,0,4,1,6,113.72,291.1,133,0,7300
670.0,1,0,870,1,12691.02,0,671.0,428.12,79,0,54372,0,34.71,53.33,0,1,3,0,6,113.67,291.1,127,0,13800
670.0,0,0,1023,1,12691.02,0,671.0,428.12,85,0,54372,0,34.68,53.33,1,1,3,0,6,113.82,291.1,151,0,16000
152.85,0,0,1267,1,3882.0,0,148.6,123.35,82,0,166600,2,22.18,103.02,1,0,4,0,5,113.35,211.1,110,0,17800
152.85,0,0,547,0,3882.0,0,148.6,123.35,68,1,166600,0,22.06,103.02,0,0,3,0,5,113.35,211.1,91,0,18000
152.85,0,0,837,1,3882.0,0,148.6,123.35,90,1,166600,2,22.14,103.02,0,0,5,0,5,113.35,211.1,137,0,20000
152.85,0,0,1227,1,3882.0,0,148.6,123.35,104,0,166600,2,22.36,103.02,1,0,4,0,5,113.62,211.1,179,0,37000
152.85,0,0,2240,0,3882.0,0,148.6,123.35,194,1,166600,2,22.24,103.02,1,0,5,0,5,113.59,211.1,346,0,66000
152.85,1,0,1723,0,3882.0,0,148.6,123.35,505,1,166600,2,22.36,103.02,1,0,8,0,5,113.61,211.1,865,0,36000
152.85,1,0,1162,0,3882.0,0,148.6,123.35,59,1,166600,2,22.37,103.02,1,0,4,0,5,113.63,211.1,300,0,35000
152.85,0,0,1815,0,3882.0,0,148.6,123.35,128,1,166600,0,22.22,103.02,1,0,4,0,5,113.5,211.1,235,0,30000
192.01,1,0,779,1,3566.17,0,198.7,79.85,100,1,155800,2,22.56,38.54,0,1,3,0,5,113.47,279.9,110,0,14000
192.01,1,0,1503,0,3566.17,0,198.7,79.85,85,1,155800,2,22.55,38.54,1,1,4,0,5,113.37,279.9,137,0,15000
192.01,0,0,510,1,3566.17,0,198.7,79.85,76,0,155800,2,22.55,38.54,0,1,4,0,5,113.36,279.9,141,0,17500
192.01,1,0,1617,1,3566.17,0,198.7,79.85,89,0,155800,0,22.39,38.54,1,1,4,0,5,113.33,279.9,154,1,9500
192.01,0,0,525,1,3566.17,0,198.7,79.85,82,1,155800,2,22.43,38.54,0,0,4,0,5,113.55,279.9,143,1,12500
192.01,0,0,809,1,3566.17,0,198.7,79.85,91,0,155800,2,22.28,38.54,0,1,4,0,5,113.46,279.9,128,1,11500
192.01,0,0,1144,1,3566.17,0,198.7,79.85,76,0,155800,2,22.25,38.54,0,1,6,0,5,113.49,279.9,200,1,15800
192.01,0,0,2180,1,3566.17,0,198.7,79.85,89,0,155800,2,22.26,38.54,0,1,4,0,5,113.5,279.9,118,1,18600
192.01,1,0,2559,0,3566.17,0,198.7,79.85,93,0,155800,0,22.37,38.54,0,1,3,0,5,113.46,279.9,174,1,12000
