min_frame_area,max_frame_area,open_date,has_short_video,longitude,urban_district_population,gdp,urban_district_temporary_population,lowest_total_price,urban_population,max_frame_rooms,greenland,c_area,near_main_road,region,reference_highest_total_price,decoration,latitude,biz,shopping,metro,green_space_and_square,reference_lowest_total_price,reference_unit_price
99,143,778,0,108.79,97.5,2581.32,18.6,1800000,96.4,4,1,76.22,1,3,293.0,0,34.33,0,0,0,15.6,190.0,18000
89,137,658,0,108.71,97.5,2581.32,18.6,1400000,96.4,3,1,76.22,1,3,178.0,1,34.32,0,0,0,15.6,117.0,13000
129,223,1428,1,108.71,97.5,2581.32,18.6,3780000,96.4,5,0,76.22,1,3,438.0,1,34.32,0,0,0,15.6,378.0,17000
86,175,1175,0,108.74,97.5,2581.32,18.6,1160000,96.4,5,0,76.22,1,3,245.0,1,34.33,0,0,1,15.6,128.0,13000
149,248,1873,0,108.69,97.5,2581.32,18.6,3070000,96.4,5,0,76.22,1,3,410.0,1,34.32,1,1,0,15.6,255.0,16500
155,180,1675,0,108.65,97.5,2581.32,18.6,1890000,96.4,4,0,76.22,1,3,189.0,1,34.31,1,1,0,15.6,162.0,10500
201,255,1675,0,108.65,97.5,2581.32,18.6,4290000,96.4,6,0,76.22,1,3,529.0,1,34.31,1,1,0,15.6,460.0,19500
125,240,575,1,108.75,97.5,2581.32,18.6,3800000,96.4,4,0,76.22,1,3,669.0,0,34.32,0,0,0,15.6,390.0,23000
95,130,454,0,121.39,319.7,8711.75,66.13,1000000,186.88,4,0,397.7,0,2,155.0,1,37.48,0,0,0,89.61,100.0,10500
95,140,705,1,121.36,319.7,8711.75,66.13,1400000,186.88,4,0,397.7,1,2,196.0,0,37.49,0,0,0,89.61,143.0,14800
100,140,697,1,121.47,319.7,8711.75,66.13,1200000,186.88,4,0,397.7,0,2,168.0,1,37.45,0,0,0,89.61,120.0,11000
105,184,597,1,121.42,319.7,8711.75,66.13,2000000,186.88,9,0,397.7,1,2,285.0,1,37.47,0,0,0,89.61,213.0,14000
236,337,1175,1,121.39,319.7,8711.75,66.13,4870000,186.88,5,0,397.7,0,2,629.0,1,37.4,0,1,0,89.61,487.0,20000
95,148,688,1,121.41,319.7,8711.75,66.13,1050000,186.88,3,0,397.7,1,2,155.0,1,37.46,0,1,0,89.61,99.0,10500
170,1200,1693,1,121.41,319.7,8711.75,66.13,5000000,186.88,6,0,397.7,1,2,4060.0,1,37.48,0,1,0,89.61,4000.0,28000
271,385,3580,1,121.43,319.7,8711.75,66.13,6500000,186.88,4,0,397.7,1,2,760.0,1,37.53,0,0,0,89.61,700.0,24000
90,141,827,1,121.53,319.7,8711.75,66.13,920000,186.88,3,0,397.7,1,2,173.0,0,37.45,0,1,0,89.61,104.0,9600
93,141,1239,0,111.37,128.3,5022.69,21.4,810000,89.92,4,0,190.95,1,6,200.0,0,30.76,1,1,0,40.3,108.0,8000
76,140,1309,0,111.33,128.3,5022.69,21.4,1097100,89.92,4,0,190.95,0,6,150.7,1,30.73,0,1,0,40.3,102.0,10500
143,156,795,0,111.43,128.3,5022.69,21.4,1100000,89.92,4,0,190.95,0,6,167.0,1,30.4,1,0,0,40.3,107.0,7800
105,125,931,0,111.48,128.3,5022.69,21.4,600000,89.92,4,0,190.95,1,6,66.25,1,30.56,1,0,0,40.3,55.65,5300
90,257,196,0,115.04,154.9,1551.06,8.5,6750000000,90.78,4,0,101.8,0,1,309.65,1,40.63,1,1,0,3.71,67.58,7500
84,125,1023,0,114.84,154.9,1551.06,8.5,520000,90.78,3,0,101.8,0,1,61.0,1,40.79,1,0,0,3.71,43.0,5200
64,138,44975,0,115.64,154.9,1551.06,8.5,680000,90.78,3,0,101.8,0,1,120.0,0,40.29,0,0,0,3.71,56.0,8000
53,330,2270,0,115.44,154.9,1551.06,8.5,1600000,90.78,4,0,101.8,0,1,220.0,1,40.96,0,0,0,3.71,160.0,25000
246,576,44975,0,115.64,154.9,1551.06,8.5,4500000,90.78,6,0,101.8,0,1,1000.0,1,40.29,0,0,0,3.71,460.0,18000
81,129,1631,0,115.28,154.9,1551.06,8.5,700000,90.78,4,0,101.8,0,1,162.0,0,40.51,1,1,0,3.71,120.0,8200
200,249,1939,0,115.43,154.9,1551.06,8.5,3100000,90.78,4,0,101.8,0,1,400.0,0,40.26,1,0,0,3.71,310.0,14000
79,180,1274,0,114.9,154.9,1551.06,8.5,1200000,90.78,4,0,101.8,0,1,175.0,1,40.81,1,1,0,3.71,115.0,9000
88,117,1593,0,119.02,103.1,4763.42,19.9,1200000,79.3,4,0,147.29,1,2,176.0,1,32.12,0,1,0,53.2,120.0,12000
94,274,609,0,119.12,103.1,4763.42,19.9,1100000,79.3,5,0,147.29,1,2,238.0,0,32.02,0,1,0,53.2,78.0,9000
50,576,3031,0,119.33,103.1,4763.42,19.9,850000,79.3,6,0,147.29,1,2,1108.0,0,31.74,0,0,0,53.2,85.0,15000
75,125,1620,0,119.02,103.1,4763.42,19.9,1000000,79.3,4,0,147.29,1,2,216.0,1,31.82,1,1,0,53.2,156.0,8000
180,180,2944,0,119.03,103.1,4763.42,19.9,706000,79.3,4,0,147.29,1,2,130.6,1,31.81,1,1,0,53.2,70.6,8500
92,124,1784,0,119.05,103.1,4763.42,19.9,950000,79.3,3,0,147.29,1,2,120.0,1,32.13,0,1,0,53.2,90.0,10000
81,155,779,0,119.2,103.1,4763.42,19.9,850000,79.3,4,0,147.29,1,2,130.0,0,32.0,0,0,0,53.2,110.0,10500
103,180,719,0,119.21,103.1,4763.42,19.9,750000,79.3,4,0,147.29,1,2,170.0,1,31.96,0,1,0,53.2,90.0,7500
105,130,1754,0,117.56,213.1,5025.4,23.8,480000,90.8,3,0,121.29,0,2,108.0,1,25.06,1,0,0,21.66,48.0,5300
39,55,1694,0,117.83,213.1,5025.4,23.8,380000,90.8,1,0,121.29,0,2,50.0,0,24.59,0,0,0,21.66,38.0,9500
114,114,1693,0,117.83,213.1,5025.4,23.8,5200000,90.8,3,0,121.29,0,2,200.0,1,24.59,0,0,0,21.66,140.0,16500
62,112,2161,0,118.07,213.1,5025.4,23.8,990000,90.8,3,0,121.29,0,2,138.75,1,24.39,0,1,0,21.66,121.25,13000
91,117,2176,0,118.03,213.1,5025.4,23.8,990000,90.8,4,0,121.29,0,2,235.0,1,24.35,0,1,0,21.66,175.0,8999
65,65,44975,0,117.63,213.1,5025.4,23.8,1050000,90.8,1,0,121.29,0,2,165.0,1,24.57,0,0,0,21.66,105.0,16000
97,146,336,0,113.63,671.0,12691.02,291.1,2250000,428.12,4,0,670.0,0,6,285.0,0,34.84,0,0,0,53.33,158.0,18300
131,143,539,0,113.77,671.0,12691.02,291.1,2740000,428.12,4,0,670.0,1,6,290.0,0,34.85,0,0,0,53.33,236.0,18000
58,113,658,1,113.7,671.0,12691.02,291.1,970000,428.12,3,0,670.0,0,6,113.0,1,34.73,0,0,1,53.33,64.0,9800
78,135,550,0,113.46,671.0,12691.02,291.1,700000,428.12,4,0,670.0,1,6,98.0,1,34.76,0,0,0,53.33,59.0,6900
91,233,528,1,113.66,671.0,12691.02,291.1,1980000,428.12,7,0,670.0,1,6,415.0,1,34.82,0,0,1,53.33,190.0,18500
75,118,610,0,113.64,671.0,12691.02,291.1,1030000,428.12,3,0,670.0,1,6,150.0,0,34.66,0,0,0,53.33,93.0,10500
86,106,295,0,113.88,671.0,12691.02,291.1,900000,428.12,3,0,670.0,0,6,95.0,0,34.69,0,0,0,53.33,85.0,7800
96,133,433,0,113.72,671.0,12691.02,291.1,750000,428.12,4,1,670.0,0,6,110.0,1,34.63,0,0,0,53.33,69.0,7300
79,127,870,1,113.67,671.0,12691.02,291.1,1370000,428.12,3,0,670.0,1,6,175.0,1,34.71,0,0,0,53.33,120.0,13800
85,151,1023,1,113.82,671.0,12691.02,291.1,1850000,428.12,3,0,670.0,1,6,237.0,0,34.68,0,1,0,53.33,141.0,16000
82,110,1267,1,113.35,148.6,3882.0,211.1,1600000,123.35,4,0,152.85,0,5,215.0,0,22.18,0,1,0,103.02,160.0,17800
68,91,547,0,113.35,148.6,3882.0,211.1,1200000,123.35,3,0,152.85,0,5,160.0,0,22.06,0,0,0,103.02,120.0,18000
90,137,837,1,113.35,148.6,3882.0,211.1,1890000,123.35,5,0,152.85,0,5,274.0,0,22.14,0,0,0,103.02,183.0,20000
104,179,1227,1,113.62,148.6,3882.0,211.1,4800000,123.35,4,0,152.85,0,5,700.0,0,22.36,0,1,0,103.02,488.0,37000
194,346,2240,0,113.59,148.6,3882.0,211.1,14000000,123.35,5,0,152.85,0,5,1978.0,0,22.24,0,1,0,103.02,1100.0,66000
505,865,1723,0,113.61,148.6,3882.0,211.1,16990000,123.35,8,0,152.85,0,5,3749.0,1,22.36,0,1,0,103.02,1850.0,36000
59,300,1162,0,113.63,148.6,3882.0,211.1,6500000,123.35,4,0,152.85,0,5,1200.0,1,22.37,0,1,0,103.02,220.0,35000
128,235,1815,0,113.5,148.6,3882.0,211.1,4500000,123.35,4,0,152.85,0,5,750.0,0,22.22,0,1,0,103.02,570.0,30000
100,110,779,1,113.47,198.7,3566.17,279.9,1450000,79.85,3,0,192.01,1,5,160.0,1,22.56,0,0,0,38.54,145.0,14000
85,137,1503,0,113.37,198.7,3566.17,279.9,1770000,79.85,4,0,192.01,1,5,205.5,1,22.55,0,1,0,38.54,165.0,15000
76,141,510,1,113.36,198.7,3566.17,279.9,2000000,79.85,4,0,192.01,1,5,218.0,0,22.55,0,0,0,38.54,140.0,17500
89,154,1617,1,113.33,198.7,3566.17,279.9,864000,79.85,4,0,192.01,1,5,146.0,1,22.39,1,1,0,38.54,85.0,9500
82,143,525,1,113.55,198.7,3566.17,279.9,1350000,79.85,4,0,192.01,0,5,270.0,0,22.43,1,0,0,38.54,130.0,12500
91,128,809,1,113.46,198.7,3566.17,279.9,1230000,79.85,4,0,192.01,1,5,173.0,0,22.28,1,0,0,38.54,144.0,11500
76,200,1144,1,113.49,198.7,3566.17,279.9,1600000,79.85,6,0,192.01,1,5,280.0,0,22.25,1,0,0,38.54,158.0,15800
89,118,2180,1,113.5,198.7,3566.17,279.9,1700000,79.85,4,0,192.01,1,5,200.0,0,22.26,1,0,0,38.54,170.0,18600
93,174,2559,0,113.46,198.7,3566.17,279.9,1300000,79.85,3,0,192.01,1,5,226.0,1,22.37,1,0,0,38.54,120.0,12000
